instance_number,run_number,n_time_steps,n_time_steps_cv
95,0,22000,13375
95,2,22000,13540
95,1,22000,13408
96,1,22000,13441
96,3,22000,13540
96,0,22000,13430
99,4,22000,13397
96,2,22000,13595
97,3,22000,13397
97,1,22000,19634
97,0,22000,13551
97,2,22000,13441
98,1,22000,13463
98,0,22000,13573
98,3,22000,13452
98,2,22000,13474
99,0,22000,21328
99,3,22000,13430
99,1,22000,13529
99,2,22000,13298
