time_step,prior_use_ratio
108684,20.83
108692,18.75
108757,16.67
108782,14.58
108785,12.5
108811,10.42
108826,8.33
108879,6.25
108909,4.17
109040,2.08
109121,0.0
0,100.0
102420,97.92
102940,95.83
103085,93.75
103220,91.67
103769,89.58
104899,87.5
105531,85.42
105564,83.33
105578,81.25
105673,79.17
105867,77.08
106214,75.0
106226,72.92
106350,70.83
106426,68.75
106457,66.67
106464,64.58
106529,62.5
106866,60.42
107041,58.33
107100,56.25
107296,54.17
107607,52.08
107610,50.0
107714,47.92
107726,45.83
107764,43.75
107851,41.67
107863,39.58
107894,37.5
108026,35.42
108087,33.33
108136,31.25
108174,29.17
108176,27.08
108294,25.0
108367,22.92
108377,20.83
108422,18.75
108478,16.67
108481,14.58
108513,12.5
108657,10.42
108859,8.33
108921,6.25
108931,4.17
108953,2.08
109011,0.0
0,100.0
96186,97.92
97055,95.83
97095,93.75
97478,91.67
97504,89.58
98815,87.5
99019,85.42
99024,83.33
99608,81.25
99707,79.17
101251,77.08
101644,75.0
101795,72.92
101928,70.83
102040,68.75
102090,66.67
102921,64.58
103213,62.5
103632,60.42
103687,58.33
103713,56.25
103788,54.17
104555,52.08
105438,50.0
105884,47.92
106292,45.83
106434,43.75
106505,41.67
106590,39.58
107099,37.5
107121,35.42
107142,33.33
107485,31.25
108334,29.17
108342,27.08
108453,25.0
108461,22.92
108548,20.83
108611,18.75
108665,16.67
108770,14.58
108786,12.5
108821,10.42
108849,8.33
109040,6.25
109126,4.17
109159,2.08
109181,0.0
